;PT_ID;1926;X_COORD;Y_COORD;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
0;40840500;0.333;-73.26451959030217;45.44674544497063;;0.333;0.333;0.333;;0.333;0.26;0.333;;;0.246;;;0.333;;0.333;;;0.181;;0.333;0.196;;0.233;0.309;0.333;;0.333;0.333;0.208;;0.585;1.0;;;0.333;0.333;;;;;1.0;0.333;0.333;0.304;0.333;0.333;0.333;0.333;0.301;0.333;;0.333;;;0.284;;;;0.33;0.216;;;0.312;;;0.333;;;;1.0;;;0.333;0.331;;;0.333;0.333;;0.333;;0.333;;0.294;;;1.0;;0.241
1;40852337;0.436;-73.28532134396407;45.44813984697487;;0.609;;1.0;;0.737;;;;;;;;0.783;;0.795;;;0.929;;;1.0;;;;;;;;;;;;;;1.0;;;;;;0.945;0.457;;;;;0.455;0.935;;0.67;;;;;;;;;;1.0;;;;;;;;;;1.0;;;1.0;;;;1.0;1.0;;0.884;;1.0;;;;;;;
2;40852344;1.0;-73.284426587821;45.448126408080675;;0.647;0.821;;;;;1.0;;;;;;;;;;;;;0.742;;;;;0.677;;0.443;0.471;;;;1.0;;;;1.0;;;;;;1.0;0.81;;1.0;0.838;1.0;;;0.335;;0.622;;;;;;;0.497;;;;0.563;;;0.625;;;;;;;;0.753;;;;;;;;;;0.423;;;1.0;;
3;40854327;0.456;-73.28659411856376;45.44833897697261;;;1.0;;;;;1.0;;;;;;;;;;;;;0.948;;;;;0.883;;0.648;0.676;;;;1.0;;;;1.0;;;;;;0.352;1.0;;1.0;1.0;0.363;;;;;0.827;;;0.341;;;;0.702;;;;0.769;;;0.83;;;;;;;;0.96;;;;;;;;;;0.629;;;1.0;;
4;40854328;0.92;-73.28646629568406;45.44833705897726;;1.0;0.372;;;1.0;;0.731;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;0.774;;;;0.754;;;;;1.0;0.941;0.362;;0.589;0.389;0.938;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;0.739;;
5;40854365;0.982;-73.28173685819607;45.44826599263872;;1.0;0.44;;;1.0;;0.794;;;;;;1.0;;1.0;;;;;0.361;;;;;;;;;;;;0.837;;;;0.816;;;;;0.876;1.0;0.428;;0.655;0.456;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;0.37;;;;;;1.0;;;;;;;0.804;;
6;40854368;1.0;-73.28135339106572;45.448260221924706;;1.0;0.579;;;1.0;;0.935;;;;;;0.991;;0.933;;;;;0.501;;;;;0.436;;;;;;;0.977;;;;0.956;;;;;;1.0;0.569;;0.794;0.596;1.0;;;1.0;;0.381;;;;;;;;;;;;;;0.384;;;;;;;;0.511;;;;;;0.485;;;;;;;0.943;;
7;40854369;1.0;-73.28122556871479;45.448258298067415;;1.0;0.653;;;0.847;;1.0;;;;;;0.617;;0.56;;;;;0.574;;;;;0.509;;;;;;;1.0;;;;1.0;;;;;;1.0;0.642;;0.869;0.67;1.0;;;1.0;;0.454;;;;;;;;;;;0.395;;;0.457;;;;;;;;0.585;;;;;;;;;;;;;1.0;;
8;40854370;0.739;-73.28109774637676;45.448256374067164;;0.909;;0.485;;1.0;;0.551;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;0.593;;;0.389;0.572;;;;;1.0;0.76;;;0.41;;0.757;;;0.972;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.996;;1.0;;;;;;;0.559;;
9;40854371;0.883;-73.28096992405163;45.44825444992391;;1.0;0.339;;;1.0;;0.695;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;0.737;;;;0.716;;;;;1.0;0.904;;;0.554;0.355;0.901;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;0.703;;
10;40856323;0.592;-73.28709996222695;45.44852659129607;;0.764;;1.0;;0.892;;0.403;;;;;;0.938;;0.949;;;;;;0.416;;;;;;;;;;;0.444;;;1.0;0.424;;;;;1.0;0.612;;;;;0.61;;;0.825;;;;;;;;;;0.485;;;;;;;;;;1.0;;;0.513;;;;0.737;1.0;;1.0;;0.609;;;;;0.409;;
11;40856378;0.888;-73.2800696978199;45.44842092003058;;;0.947;;;;;1.0;;;;;;;;;;;;;0.868;;;;;0.803;;0.569;0.597;;;;1.0;;;;1.0;;;;;;0.781;0.936;;1.0;0.963;0.795;;;;;0.747;;;;;;;0.622;;;;0.688;;;0.751;;;;;;;;0.878;;;;;;;;;;0.549;;;1.0;;
12;40857318;0.829;-73.28773635610999;45.448626148241935;;1.0;;;;1.0;;0.64;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;0.68;;;;0.661;;;;;1.0;0.85;;;0.496;;0.847;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.536;;1.0;;;;;;;0.645;;
13;40857320;1.0;-73.28748070891359;45.44862231464598;;1.0;0.491;;;1.0;;0.851;;;;;;1.0;;1.0;;;;;0.412;;;;;0.347;;;;;;;0.892;;;;0.872;;;;;0.588;1.0;0.481;;0.708;0.508;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;0.423;;;;;;0.887;;;;;;;0.857;;
14;40858388;1.0;-73.2787859976937;45.44858160359255;;1.0;0.752;;;0.36;;1.0;;;;;;;;;;;;;0.673;;;;;0.608;;0.374;0.402;;;;1.0;;;;1.0;;;;;;1.0;0.741;;0.967;0.769;1.0;;;0.691;;0.553;;;;;;;0.427;;;;0.494;;;0.556;;;;;;;;0.684;;;;;;;;;;0.354;;;1.0;;
15;40859388;0.636;-73.2787832604593;45.44867157508332;;0.808;;1.0;;0.936;;0.448;;;;;;0.983;;0.993;;;;;;;;;;;;;;;;;0.491;;;0.908;0.47;;;;;1.0;0.657;;;;;0.654;;;0.87;;;;;;;;;;;;;;;;;;;;0.841;;;;;;;0.521;1.0;;1.0;;0.392;;;;;0.457;;
16;40860310;0.813;-73.28875078121709;45.44891139278148;;0.984;;;;1.0;;0.624;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.834;;;0.48;;0.831;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.616;;1.0;;;;;;;0.629;;
17;40860502;0.172;-73.26420874935218;45.44854097585463;0.228;0.196;0.128;0.227;0.228;0.199;;0.17;0.228;;0.238;0.234;;0.188;0.228;0.198;0.239;0.241;0.241;0.237;0.127;0.241;0.233;0.239;;;0.236;;0.122;0.24;;0.241;0.125;;0.232;0.228;0.126;0.228;;0.234;0.228;0.216;0.169;;;0.147;0.122;0.179;0.234;;0.163;;;;0.228;;0.236;0.241;0.235;;0.24;0.227;0.241;;0.239;0.238;0.115;;0.228;0.228;0.232;;0.237;0.232;;0.228;0.234;0.23;0.228;0.228;0.199;;0.231;0.228;;0.229;0.228;0.137;0.227;0.239
18;40863305;0.739;-73.28938174172995;45.44919088459025;;0.912;;0.459;;1.0;;0.55;;;;;;1.0;;1.0;;;;;;;;;;;;;;;;;0.592;;;0.363;0.573;;;;;1.0;0.76;;;0.407;;0.758;;;0.974;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.976;;1.0;;;;;;;0.557;;
19;40863392;1.0;-73.27826101579109;45.44902375308948;;1.0;0.568;;;1.0;;0.924;;;;;;1.0;;0.993;;;;;0.489;;;;;0.424;;;;;;;0.966;;;;0.945;;;;;;1.0;0.557;;0.784;0.585;1.0;;;1.0;;0.369;;;;;;;;;;;;;;0.372;;;;;;;;0.499;;;;;;0.539;;;;;;;0.932;;
